project_id;track_id;section_id;segment_id;point_id;section_duration;section_speed;section_warning;section_weather;timestamp;lon_ontrack;lat_ontrack;lon_rtk;lat_rtk;sun_azimuth;sun_height;tair_thermohygro;tair_tc1;tair_tc2;tair_anemo;rh_thermohygro;ws;wdir;sw_up;sw_down;sw_front;sw_back;sw_left;sw_right;lw_up;lw_down;lw_front;lw_back;lw_left;lw_right;tmrt;pet
picopatt_montpellier;ecusson;1;1;1;79;0.955769609472229;;sun;2024-07-10 10:53:23;3.87227967381477;43.6112447964027;3.8724225;43.611235;102.803642241484;45.1112359373352;29.000152590219;31.5;31.4140625;32;36.6699473563745;1.028888;199;666.826121547952;178.49461251433;711.600327444116;100.053886181579;140.147853868944;238.937866561158;421.376244341793;512.014141510669;482.955223857418;469.12833141941;473.574199943133;480.75238369629;60.3095091916762;41.722489870219
;;1;1;2;;;;;2024-07-10 10:53:24;3.87229147553444;43.6112439589073;3.8724228;43.6112351;102.807188108094;45.1141766124667;29.0081635767147;31.53125;31.4765625;32;36.6108186465247;1.0803324;201;666.529837731104;178.373599812221;710.987152932543;100.145380633519;139.883885846601;238.9924826017;421.361578914293;512.207857335926;482.961028319164;469.148745302133;473.293650913363;480.751299530724;60.2881531236665;41.5052925367148
;;1;1;3;;;;;2024-07-10 10:53:25;3.8723032772541;43.6112431214119;3.8724244;43.6112349;102.810734226351;45.1171172462852;29.0108339055466;31.5078125;31.40625;32;36.6050965133135;1.3375544;197;666.7681214533;178.738830177645;710.955407018114;100.308274961504;140.76160130043;238.913353850049;421.503054131678;512.253624596768;482.9640562129;469.21752553354;473.241073454271;480.826166683751;60.3126124715086;40.6618111855467
;;1;1;4;;;;;2024-07-10 10:53:26;3.87231507897377;43.6112422839165;3.8724296;43.6112347;102.814280596319;45.1200578387868;29.0215152208743;31.53125;31.4921875;32;36.5631342030976;1.4918876;198;666.661787946437;183.951145404714;715.989961146112;100.95301156676;148.380084321509;237.221546735948;421.313235155707;512.247120249826;482.525815792784;469.725398589621;473.581104554907;481.418404132414;60.5824843912199;40.3381360208744
;;1;1;5;;;;;2024-07-10 10:53:27;3.87232688069343;43.6112414464211;3.872438;43.6112348;102.817827218028;45.1229983899366;29.0268558785382;31.4453125;31.421875;32;36.5421530479896;2.0063316;193;667.467989262103;192.798226213244;708.226128128305;105.511915029516;132.949280375156;296.001307785667;421.740936703044;512.826776579866;483.049525311273;471.740346745061;474.748386650434;481.238248706726;61.4836063972295;39.5111643585382
;;1;1;6;;;;;2024-07-10 10:53:28;3.8723386824131;43.6112406089257;3.8724477;43.611235;102.821374091558;45.125938899741;29.0375371938659;31.484375;31.34375;32;36.5612268253605;2.4178868;195;668.695174598119;199.322827735284;707.040222530391;110.063977785585;140.863093955886;311.678261658938;424.121204024947;513.851392803828;483.290270003043;473.541854575317;478.248366407489;482.338992660499;62.2202438118337;38.9308747938659
;;1;1;7;;;;;2024-07-10 10:53:29;3.87235048413276;43.6112397714303;3.8724577;43.6112346;102.824921216925;45.1288793681551;28.9948119325551;31.4296875;31.2890625;32;36.5307087815671;2.5207756;198;677.873689576827;201.479572234103;711.89908694018;117.906848002296;166.652247029811;285.039825444201;428.155931564621;515.920313380618;483.418998997187;474.938153393761;483.604024650668;486.869594049137;62.8321587854819;38.9152855325551
;;1;1;8;;;;;2024-07-10 10:53:30;3.87236228585243;43.6112389339349;3.8724681;43.6112339;102.82846859422;45.1318197951953;29.0188448920424;31.484375;31.2109375;32;36.5803006027314;2.2635536;205;681.585695634567;196.834613661124;708.146980780003;125.161844988089;180.33458952124;279.374808892585;430.660049346625;518.445667189387;482.831798508992;478.60839384244;487.056401391637;490.955486938816;63.3456424173461;39.8032345240424
;;1;1;9;;;;;2024-07-10 10:53:31;3.8723740875721;43.6112380964395;3.8724782;43.6112328;102.832016223486;45.1347601808371;29.0188448920424;31.3984375;31.1796875;32;36.5593194476234;1.9034428;208;683.984482882557;185.454596692872;698.318358697696;126.357686025821;179.904225814846;279.998377859399;431.913353651443;518.978343775838;482.041876799834;482.424305375014;489.171203907529;492.546621711823;63.3293721762;40.6588950680424
;;1;1;10;;;;;2024-07-10 10:53:32;3.87238588929176;43.6112372589441;3.8724875;43.6112313;102.835564104788;45.1377005250767;29.0428778515297;31.421875;31.1328125;32;36.549782558938;1.8519984;210;694.415316571631;159.008936763875;683.02900445807;128.557400769878;180.771922680369;260.464757438273;432.111789930421;515.39275000728;482.007935968535;486.037684681158;489.426730564042;493.768469800774;62.7694449178572;40.6043780115297
;;1;1;11;;;;;2024-07-10 10:53:33;3.87239769101143;43.6112364214487;3.8724966;43.6112296;102.839112238144;45.140640827869;29.066910811017;31.453125;31.1484375;32;36.5516899366751;1.4404432;213;693.744932144276;113.122761621804;686.695440136843;130.816971697446;164.840624909475;252.834853569848;431.991211821687;510.033959306285;482.478602212755;489.137789515859;489.401681108572;493.036014585206;62.2417992960961;41.444999771017
;;1;1;12;;;;;2024-07-10 10:53:34;3.87240949273109;43.6112355839533;3.8725056;43.6112283;102.842660623645;45.1435810892305;29.0936140993362;31.4296875;31.03125;32;36.5040054932479;1.28611;208;696.074119278684;104.166944762104;692.587568829962;122.172456165845;158.704457366998;255.479216036703;431.626825518986;514.031828808267;484.770620918672;490.53847789318;491.147067444078;491.648619642669;62.2220338756105;42.0014028993363
;;1;1;13;;;;;2024-07-10 10:53:35;3.87242129445076;43.6112347464579;3.8725149;43.611227;102.846209261333;45.1465213091368;29.0562294956893;31.4296875;31.25;32;36.4811169604028;1.28611;208;702.931180468938;138.744132130639;698.244864731415;116.076103875173;189.869672044477;232.972676810345;430.207736768283;523.205174209745;484.785574451827;491.829225401371;491.918722962297;495.379004440425;62.7865856476584;42.3061506220893
;;1;1;14;;;;;2024-07-10 10:53:36;3.87243309617042;43.6112339089625;3.8725248;43.6112261;102.849758151262;45.1494614875735;29.1069657434958;31.484375;31.2109375;32;36.484931715877;1.28611;208;716.090918611398;175.424134424226;686.099660646875;122.26694342696;192.416571428367;248.646620350673;428.715060890997;531.28969379528;486.168686802164;494.144361837045;493.985380241298;494.425021932548;63.4312917258167;42.7109772634959
;;1;1;15;;;;;2024-07-10 10:53:37;3.87244489789009;43.6112330714671;3.8725346;43.6112256;102.853307293498;45.1524016245369;29.1203173876554;31.5;31.25;32;36.4429694056611;1.28611;208;715.058516926589;186.259155781168;681.900937306993;134.521641912656;181.329478899178;284.238646833735;428.123120044852;533.172652174799;486.425898185193;498.57375240013;496.563806868889;490.335070448213;64.1654639230612;43.0820837876555
;;1;1;16;;;;;2024-07-10 10:53:38;3.87245669960975;43.6112322339717;3.8725446;43.6112246;102.856856688072;45.1553417199919;29.1123064011597;31.53125;31.3984375;32;36.4238956282902;1.2346656;206;710.677093109738;188.572427579454;683.729588953208;140.165224929479;178.462855871064;293.292868231877;426.92139692037;533.42251146773;485.576433945152;500.316232784375;496.962554182714;487.728709632537;64.3643540174098;43.4213368011597
;;1;1;17;;;;;2024-07-10 10:53:39;3.87246850132942;43.6112313964763;3.8725549;43.6112237;102.860406335048;45.1582817739348;29.1416800183108;31.484375;31.390625;32;36.4067292286564;1.1317768;209;707.329520980063;188.848213773753;685.617818548419;142.994284688745;180.1455431158;288.00328320304;425.157455209053;533.056480277646;485.088913086542;501.786639708617;496.642919982464;486.146395006022;64.331470061553;43.8046560183109
;;1;1;18;;;;;2024-07-10 10:53:40;3.87248030304909;43.6112305589809;3.8725653;43.6112229;102.863956234471;45.1612217863409;29.1763942931258;31.5234375;31.4453125;32;36.4238956282902;0.9774436;209;707.152137357251;191.072918304553;683.616086437236;145.680117151751;177.873065933355;293.273946139091;423.318883931911;532.115036661134;485.038747483104;502.321897006101;496.214801160643;484.232969069945;64.3427154400848;44.4103795219258
;;1;1;19;;;;;2024-07-10 10:53:41;3.87249210476875;43.6112297214855;3.8725759;43.6112221;102.86750638643;45.1641617572269;29.1763942931258;31.515625;31.515625;32;36.4105439841306;0.8745548;219;702.465246375232;192.967030163649;684.098798286772;147.976029333595;174.162703533495;296.183647952515;420.945431732532;530.940437750425;484.950469447959;501.276467592122;496.376298196614;482.030811903709;64.2603144096196;44.7878861331258
;;1;1;20;;;;;2024-07-10 10:53:42;3.87250390648842;43.6112288839901;3.8725862;43.6112211;102.871056790943;45.1671016865476;29.1763942931258;31.4765625;31.453125;32;36.4086366063935;0.8745548;226;699.4357080979;193.159510512294;687.542577689001;150.958577449152;175.9882645593;285.306884981023;417.881322120947;529.966189900706;484.111474680027;499.733160940495;495.902984165051;480.886731861821;64.0694031481436;44.6813624851258
;;1;1;21;;;;;2024-07-10 10:53:43;3.87251570820808;43.6112280464947;3.8725963;43.6112202;102.874607448076;45.170041574299;29.203097581445;31.484375;31.5078125;32;36.4563210498207;0.6687772;226;701.727678504906;193.510710419501;688.683691106283;148.584424684575;180.512310565986;278.304420507481;415.542518996479;529.135672609711;483.534765874827;498.746766274742;494.956808630548;481.882373981936;63.9546005209018;45.617804781445
;;1;1;22;;;;;2024-07-10 10:53:44;3.87252750992775;43.6112272089993;3.8726073;43.6112194;102.878158357872;45.1729814204567;29.2164492256046;31.515625;31.5;32;36.4391546501869;0.6687772;230;704.449816280582;195.610894633638;679.718731846658;152.785901222932;180.434775404307;310.307270027074;414.776252023983;527.884481192977;482.819077572709;498.086761396833;497.87508388777;480.489017817387;64.4636555688346;45.9018764256047
;;1;1;23;;;;;2024-07-10 10:53:45;3.87253931164741;43.6112263715039;3.8726181;43.6112181;102.881709520421;45.1759212250371;29.2298008697642;31.4765625;31.5546875;32;36.4353398947127;0.7202216;235;708.116388930844;197.864536984508;687.766103716624;158.553899592626;189.117842330675;302.221945789092;413.78145440512;523.96363521454;483.296647158898;497.232171055475;497.628906630297;479.948311216555;64.6918455860254;45.8206104697643
;;1;1;24;;;;;2024-07-10 10:53:46;3.87255111336708;43.6112255340085;3.8726293;43.6112171;102.885260935742;45.1788609879953;29.2671854734111;31.4453125;31.6328125;32;36.5078202487221;0.771666;246;707.341604333115;207.631051257974;692.196615719392;164.401848721725;200.184026501659;286.219015862824;412.199354143056;523.866644899734;483.129705436179;496.921497312988;496.057960768781;482.522470542836;64.8349469743718;45.6797330574112
